File............:  it-co-soec-6-120ma - MAY,12.2015
218         2170.0     1.3417e+00    1.2000e-01
219         2180.0     1.3423e+00    1.2000e-01
220         2190.0     1.3414e+00    1.2000e-01
221         2200.0     1.3436e+00    1.2000e-01
222         2210.0     1.3442e+00    1.2000e-01
223         2220.0     1.3436e+00    1.2000e-01
224         2230.0     1.3443e+00    1.2000e-01
225         2240.0     1.3457e+00    1.2000e-01
226         2250.0     1.3443e+00    1.2000e-01
227         2260.0     1.3438e+00    1.2000e-01
228         2270.0     1.3422e+00    1.2000e-01
229         2280.0     1.3419e+00    1.2000e-01
230         2290.0     1.3423e+00    1.2000e-01
231         2300.0     1.3441e+00    1.2000e-01
232         2310.0     1.3436e+00    1.2000e-01
233         2320.0     1.3429e+00    1.2000e-01
234         2330.0     1.3448e+00    1.2000e-01
235         2340.0     1.3388e+00    1.2000e-01
236         2350.0     1.3385e+00    1.2000e-01
237         2360.0     1.3420e+00    1.2000e-01
238         2370.0     1.3418e+00    1.2000e-01
239         2380.0     1.3417e+00    1.2000e-01
240         2390.0     1.3458e+00    1.2000e-01
241         2400.0     1.3450e+00    1.2000e-01
242         2410.0     1.3441e+00    1.2000e-01
243         2420.0     1.3455e+00    1.2000e-01
244         2430.0     1.3461e+00    1.2000e-01
245         2440.0     1.3450e+00    1.2000e-01
246         2450.0     1.3454e+00    1.2000e-01
247         2460.0     1.3442e+00    1.2000e-01
248         2470.0     1.3444e+00    1.2000e-01
249         2480.0     1.3432e+00    1.2000e-01
250         2490.0     1.3428e+00    1.2000e-01
251         2500.0     1.3442e+00    1.2000e-01
252         2510.0     1.3422e+00    1.2000e-01
253         2520.0     1.3419e+00    1.2000e-01
254         2530.0     1.3442e+00    1.2000e-01
255         2540.0     1.3430e+00    1.2000e-01
256         2550.0     1.3444e+00    1.2000e-01
257         2560.0     1.3411e+00    1.2000e-01
258         2570.0     1.3412e+00    1.2000e-01
259         2580.0     1.3420e+00    1.2000e-01
260         2590.0     1.3417e+00    1.2000e-01
261         2600.0     1.3426e+00    1.2000e-01
262         2610.0     1.3430e+00    1.2000e-01
263         2620.0     1.3421e+00    1.2000e-01
264         2630.0     1.3399e+00    1.2000e-01
265         2640.0     1.3416e+00    1.2000e-01
266         2650.0     1.3433e+00    1.2000e-01
267         2660.0     1.3430e+00    1.2000e-01
268         2670.0     1.3428e+00    1.2000e-01
269         2680.0     1.3424e+00    1.2000e-01
270         2690.0     1.3434e+00    1.2000e-01
271         2700.0     1.3428e+00    1.2000e-01
272         2710.0     1.3426e+00    1.2000e-01
273         2720.0     1.3418e+00    1.2000e-01
274         2730.0     1.3431e+00    1.2000e-01
275         2740.0     1.3429e+00    1.2000e-01
276         2750.0     1.3443e+00    1.2000e-01
277         2760.0     1.3428e+00    1.2000e-01
278         2770.0     1.3433e+00    1.2000e-01
279         2780.0     1.3447e+00    1.2000e-01
280         2790.0     1.3427e+00    1.2000e-01
281         2800.0     1.3447e+00    1.2000e-01
282         2810.0     1.3442e+00    1.2000e-01
283         2820.0     1.3440e+00    1.2000e-01
284         2830.0     1.3439e+00    1.2000e-01
285         2840.0     1.3441e+00    1.2000e-01
286         2850.0     1.3446e+00    1.2000e-01
287         2860.0     1.3446e+00    1.2000e-01
288         2870.0     1.3443e+00    1.2000e-01
289         2880.0     1.3459e+00    1.2000e-01
290         2890.0     1.3452e+00    1.2000e-01
291         2900.0     1.3454e+00    1.2000e-01
292         2910.0     1.3393e+00    1.2000e-01
293         2920.0     1.3402e+00    1.2000e-01
294         2930.0     1.3431e+00    1.2000e-01
295         2940.0     1.3434e+00    1.2000e-01
296         2950.0     1.3438e+00    1.2000e-01
297         2960.0     1.3437e+00    1.2000e-01
298         2970.0     1.3453e+00    1.2000e-01
299         2980.0     1.3462e+00    1.2000e-01
300         2990.0     1.3455e+00    1.2000e-01
301         3000.0     1.3451e+00    1.2000e-01
302         3010.0     1.3457e+00    1.2000e-01
303         3020.0     1.3437e+00    1.2000e-01
304         3030.0     1.3454e+00    1.2000e-01
305         3040.0     1.3453e+00    1.2000e-01
306         3050.0     1.3452e+00    1.2000e-01
307         3060.0     1.3443e+00    1.2000e-01
308         3070.0     1.3446e+00    1.2000e-01
309         3080.0     1.3459e+00    1.2000e-01
310         3090.0     1.3445e+00    1.2000e-01
311         3100.0     1.3446e+00    1.2000e-01
312         3110.0     1.3450e+00    1.2000e-01
313         3120.0     1.3455e+00    1.2000e-01
314         3130.0     1.3462e+00    1.2000e-01
315         3140.0     1.3453e+00    1.2000e-01
316         3150.0     1.3461e+00    1.2000e-01
317         3160.0     1.3473e+00    1.2000e-01
318         3170.0     1.3470e+00    1.2000e-01
319         3180.0     1.3477e+00    1.2000e-01
320         3190.0     1.3485e+00    1.2000e-01
321         3200.0     1.3478e+00    1.2000e-01
322         3210.0     1.3461e+00    1.2000e-01
323         3220.0     1.3469e+00    1.2000e-01
324         3230.0     1.3461e+00    1.2000e-01
325         3240.0     1.3454e+00    1.2000e-01
326         3250.0     1.3455e+00    1.2000e-01
327         3260.0     1.3454e+00    1.2000e-01
328         3270.0     1.3444e+00    1.2000e-01
329         3280.0     1.3450e+00    1.2000e-01
330         3290.0     1.3452e+00    1.2000e-01
331         3300.0     1.3458e+00    1.2000e-01
332         3310.0     1.3454e+00    1.2000e-01
333         3320.0     1.3454e+00    1.2000e-01
334         3330.0     1.3466e+00    1.2000e-01
335         3340.0     1.3458e+00    1.2000e-01
336         3350.0     1.3450e+00    1.2000e-01
337         3360.0     1.3450e+00    1.2000e-01
338         3370.0     1.3449e+00    1.2000e-01
339         3380.0     1.3453e+00    1.2000e-01
340         3390.0     1.3440e+00    1.2000e-01
341         3400.0     1.3434e+00    1.2000e-01
342         3410.0     1.3439e+00    1.2000e-01
343         3420.0     1.3443e+00    1.2000e-01
344         3430.0     1.3439e+00    1.2000e-01
345         3440.0     1.3438e+00    1.2000e-01
346         3450.0     1.3435e+00    1.2000e-01
347         3460.0     1.3431e+00    1.2000e-01
348         3470.0     1.3431e+00    1.2000e-01
349         3480.0     1.3426e+00    1.2000e-01
350         3490.0     1.3437e+00    1.2000e-01
351         3500.0     1.3425e+00    1.2000e-01
352         3510.0     1.3438e+00    1.2000e-01
353         3520.0     1.3408e+00    1.2000e-01
354         3530.0     1.3423e+00    1.2000e-01
355         3540.0     1.3420e+00    1.2000e-01
356         3550.0     1.3437e+00    1.2000e-01
357         3560.0     1.3429e+00    1.2000e-01
358         3570.0     1.3427e+00    1.2000e-01
359         3580.0     1.3420e+00    1.2000e-01
360         3590.0     1.3434e+00    1.2000e-01
361         3600.0     1.3411e+00    1.2000e-01
362         3610.0     1.3433e+00    1.2000e-01
363         3620.0     1.3439e+00    1.2000e-01
364         3630.0     1.3448e+00    1.2000e-01
365         3640.0     1.3413e+00    1.2000e-01
366         3650.0     1.3418e+00    1.2000e-01
367         3660.0     1.3440e+00    1.2000e-01
368         3670.0     1.3439e+00    1.2000e-01
369         3680.0     1.3434e+00    1.2000e-01
370         3690.0     1.3415e+00    1.2000e-01
371         3700.0     1.3427e+00    1.2000e-01
372         3710.0     1.3434e+00    1.2000e-01
373         3720.0     1.3443e+00    1.2000e-01
374         3730.0     1.3408e+00    1.2000e-01
375         3740.0     1.3306e+00    1.2000e-01
376         3750.0     1.3381e+00    1.2000e-01
377         3760.0     1.3375e+00    1.2000e-01
378         3770.0     1.3414e+00    1.2000e-01
379         3780.0     1.3422e+00    1.2000e-01
380         3790.0     1.3433e+00    1.2000e-01
381         3800.0     1.3424e+00    1.2000e-01
382         3810.0     1.3442e+00    1.2000e-01
383         3820.0     1.3422e+00    1.2000e-01
384         3830.0     1.3426e+00    1.2000e-01
385         3840.0     1.3431e+00    1.2000e-01
386         3850.0     1.3442e+00    1.2000e-01
387         3860.0     1.3442e+00    1.2000e-01
388         3870.0     1.3444e+00    1.2000e-01
389         3880.0     1.3436e+00    1.2000e-01
390         3890.0     1.3446e+00    1.2000e-01
391         3900.0     1.3438e+00    1.2000e-01
392         3910.0     1.3443e+00    1.2000e-01
393         3920.0     1.3430e+00    1.2000e-01
394         3930.0     1.3413e+00    1.2000e-01
395         3940.0     1.3405e+00    1.2000e-01
396         3950.0     1.3416e+00    1.2000e-01
397         3960.0     1.3443e+00    1.2000e-01
398         3970.0     1.3439e+00    1.2000e-01
399         3980.0     1.3444e+00    1.2000e-01
400         3990.0     1.3434e+00    1.2000e-01
401         4000.0     1.3444e+00    1.2000e-01
402         4010.0     1.3464e+00    1.2000e-01
403         4020.0     1.3453e+00    1.2000e-01
404         4030.0     1.3441e+00    1.2000e-01
405         4040.0     1.3425e+00    1.2000e-01
406         4050.0     1.3442e+00    1.2000e-01
407         4060.0     1.3444e+00    1.2000e-01
408         4070.0     1.3458e+00    1.2000e-01
409         4080.0     1.3451e+00    1.2000e-01
410         4090.0     1.3444e+00    1.2000e-01
411         4100.0     1.3453e+00    1.2000e-01
412         4110.0     1.3461e+00    1.2000e-01
413         4120.0     1.3462e+00    1.2000e-01
414         4130.0     1.3456e+00    1.2000e-01
415         4140.0     1.3464e+00    1.2000e-01
416         4150.0     1.3443e+00    1.2000e-01
417         4160.0     1.3446e+00    1.2000e-01
418         4170.0     1.3454e+00    1.2000e-01
419         4180.0     1.3462e+00    1.2000e-01
420         4190.0     1.3453e+00    1.2000e-01
421         4200.0     1.3462e+00    1.2000e-01
422         4210.0     1.3465e+00    1.2000e-01
423         4220.0     1.3465e+00    1.2000e-01
424         4230.0     1.3458e+00    1.2000e-01
425         4240.0     1.3455e+00    1.2000e-01
426         4250.0     1.3458e+00    1.2000e-01
427         4260.0     1.3459e+00    1.2000e-01
428         4270.0     1.3460e+00    1.2000e-01
429         4280.0     1.3443e+00    1.2000e-01
430         4290.0     1.3452e+00    1.2000e-01
431         4300.0     1.3456e+00    1.2000e-01
432         4310.0     1.3452e+00    1.2000e-01
433         4320.0     1.3454e+00    1.2000e-01
434         4330.0     1.3450e+00    1.2000e-01
435         4340.0     1.3461e+00    1.2000e-01
436         4350.0     1.3461e+00    1.2000e-01
437         4360.0     1.3455e+00    1.2000e-01
438         4370.0     1.3463e+00    1.2000e-01
439         4380.0     1.3463e+00    1.2000e-01
440         4390.0     1.3454e+00    1.2000e-01
441         4400.0     1.3462e+00    1.2000e-01
442         4410.0     1.3471e+00    1.2000e-01
443         4420.0     1.3483e+00    1.2000e-01
444         4430.0     1.3466e+00    1.2000e-01
445         4440.0     1.3456e+00    1.2000e-01
446         4450.0     1.3468e+00    1.2000e-01
447         4460.0     1.3458e+00    1.2000e-01
448         4470.0     1.3445e+00    1.2000e-01
449         4480.0     1.3461e+00    1.2000e-01
450         4490.0     1.3476e+00    1.2000e-01
451         4500.0     1.3473e+00    1.2000e-01
452         4510.0     1.3475e+00    1.2000e-01
453         4520.0     1.3474e+00    1.2000e-01
454         4530.0     1.3456e+00    1.2000e-01
455         4540.0     1.3467e+00    1.2000e-01
456         4550.0     1.3464e+00    1.2000e-01
457         4560.0     1.3485e+00    1.2000e-01
458         4570.0     1.3457e+00    1.2000e-01
459         4580.0     1.3466e+00    1.2000e-01
460         4590.0     1.3474e+00    1.2000e-01
461         4600.0     1.3486e+00    1.2000e-01
462         4610.0     1.3469e+00    1.2000e-01
463         4620.0     1.3460e+00    1.2000e-01
464         4630.0     1.3455e+00    1.2000e-01
465         4640.0     1.3456e+00    1.2000e-01
466         4650.0     1.3464e+00    1.2000e-01
467         4660.0     1.3471e+00    1.2000e-01
468         4670.0     1.3440e+00    1.2000e-01
469         4680.0     1.3444e+00    1.2000e-01
470         4690.0     1.3454e+00    1.2000e-01
471         4700.0     1.3484e+00    1.2000e-01
472         4710.0     1.3464e+00    1.2000e-01
473         4720.0     1.3464e+00    1.2000e-01
474         4730.0     1.3462e+00    1.2000e-01
475         4740.0     1.3473e+00    1.2000e-01
476         4750.0     1.3449e+00    1.2000e-01
477         4760.0     1.3478e+00    1.2000e-01
478         4770.0     1.3468e+00    1.2000e-01
479         4780.0     1.3484e+00    1.2000e-01
480         4790.0     1.3466e+00    1.2000e-01
481         4800.0     1.3472e+00    1.2000e-01
482         4810.0     1.3481e+00    1.2000e-01
483         4820.0     1.3452e+00    1.2000e-01
484         4830.0     1.3473e+00    1.2000e-01
485         4840.0     1.3490e+00    1.2000e-01
486         4850.0     1.3482e+00    1.2000e-01
487         4860.0     1.3484e+00    1.2000e-01
488         4870.0     1.3488e+00    1.2000e-01
489         4880.0     1.3480e+00    1.2000e-01
490         4890.0     1.3462e+00    1.2000e-01
491         4900.0     1.3479e+00    1.2000e-01
492         4910.0     1.3490e+00    1.2000e-01
493         4920.0     1.3503e+00    1.2000e-01
494         4930.0     1.3505e+00    1.2000e-01
495         4940.0     1.3505e+00    1.2000e-01
496         4950.0     1.3363e+00    1.2000e-01
497         4960.0     1.3377e+00    1.2000e-01
498         4970.0     1.3396e+00    1.2000e-01
499         4980.0     1.3416e+00    1.2000e-01
500         4990.0     1.3437e+00    1.2000e-01
501         5000.0     1.3468e+00    1.2000e-01
502         5010.0     1.3469e+00    1.2000e-01
503         5020.0     1.3483e+00    1.2000e-01
504         5030.0     1.3485e+00    1.2000e-01
505         5040.0     1.3479e+00    1.2000e-01
506         5050.0     1.3467e+00    1.2000e-01
507         5060.0     1.3490e+00    1.2000e-01
508         5070.0     1.3477e+00    1.2000e-01
509         5080.0     1.3495e+00    1.2000e-01
510         5090.0     1.3471e+00    1.2000e-01
511         5100.0     1.3479e+00    1.2000e-01
512         5110.0     1.3454e+00    1.2000e-01
513         5120.0     1.3487e+00    1.2000e-01
514         5130.0     1.3459e+00    1.2000e-01
515         5140.0     1.3476e+00    1.2000e-01
516         5150.0     1.3497e+00    1.2000e-01
517         5160.0     1.3500e+00    1.2000e-01
518         5170.0     1.3501e+00    1.2000e-01
519         5180.0     1.3497e+00    1.2000e-01
520         5190.0     1.3490e+00    1.2000e-01
521         5200.0     1.3499e+00    1.2000e-01
522         5210.0     1.3510e+00    1.2000e-01
523         5220.0     1.3496e+00    1.2000e-01
524         5230.0     1.3511e+00    1.2000e-01
525         5240.0     1.3502e+00    1.2000e-01
526         5250.0     1.3502e+00    1.2000e-01
527         5260.0     1.3503e+00    1.2000e-01
528         5270.0     1.3474e+00    1.2000e-01
529         5280.0     1.3474e+00    1.2000e-01
530         5290.0     1.3428e+00    1.2000e-01
531         5300.0     1.3448e+00    1.2000e-01
532         5310.0     1.3469e+00    1.2000e-01
533         5320.0     1.3472e+00    1.2000e-01
534         5330.0     1.3439e+00    1.2000e-01
535         5340.0     1.3459e+00    1.2000e-01
536         5350.0     1.3446e+00    1.2000e-01
537         5360.0     1.3453e+00    1.2000e-01
538         5370.0     1.3466e+00    1.2000e-01
539         5380.0     1.3478e+00    1.2000e-01
540         5390.0     1.3516e+00    1.2000e-01
541         5400.0     1.3462e+00    1.2000e-01
542         5410.0     1.3504e+00    1.2000e-01
543         5420.0     1.3495e+00    1.2000e-01
544         5430.0     1.3490e+00    1.2000e-01
545         5440.0     1.3472e+00    1.2000e-01
546         5450.0     1.3500e+00    1.2000e-01
547         5460.0     1.3492e+00    1.2000e-01
548         5470.0     1.3492e+00    1.2000e-01
549         5480.0     1.3503e+00    1.2000e-01
550         5490.0     1.3514e+00    1.2000e-01
551         5500.0     1.3498e+00    1.2000e-01
552         5510.0     1.3507e+00    1.2000e-01
553         5520.0     1.3498e+00    1.2000e-01
554         5530.0     1.3505e+00    1.2000e-01
555         5540.0     1.3507e+00    1.2000e-01
556         5550.0     1.3504e+00    1.2000e-01
557         5560.0     1.3497e+00    1.2000e-01
558         5570.0     1.3502e+00    1.2000e-01
559         5580.0     1.3507e+00    1.2000e-01
560         5590.0     1.3485e+00    1.2000e-01
561         5600.0     1.3506e+00    1.2000e-01
562         5610.0     1.3511e+00    1.2000e-01
563         5620.0     1.3494e+00    1.2000e-01
564         5630.0     1.3507e+00    1.2000e-01
565         5640.0     1.3507e+00    1.2000e-01
566         5650.0     1.3507e+00    1.2000e-01
567         5660.0     1.3471e+00    1.2000e-01
568         5670.0     1.3481e+00    1.2000e-01
569         5680.0     1.3473e+00    1.2000e-01
570         5690.0     1.3485e+00    1.2000e-01
571         5700.0     1.3488e+00    1.2000e-01
572         5710.0     1.3502e+00    1.2000e-01
573         5720.0     1.3496e+00    1.2000e-01
574         5730.0     1.3494e+00    1.2000e-01
575         5740.0     1.3495e+00    1.2000e-01
576         5750.0     1.3509e+00    1.2000e-01
577         5760.0     1.3477e+00    1.2000e-01
578         5770.0     1.3489e+00    1.2000e-01
579         5780.0     1.3500e+00    1.2000e-01
580         5790.0     1.3487e+00    1.2000e-01
581         5800.0     1.3483e+00    1.2000e-01
582         5810.0     1.3490e+00    1.2000e-01
583         5820.0     1.3500e+00    1.2000e-01
584         5830.0     1.3482e+00    1.2000e-01
585         5840.0     1.3491e+00    1.2000e-01
586         5850.0     1.3495e+00    1.2000e-01
587         5860.0     1.3496e+00    1.2000e-01
588         5870.0     1.3482e+00    1.2000e-01
589         5880.0     1.3495e+00    1.2000e-01
590         5890.0     1.3495e+00    1.2000e-01
591         5900.0     1.3512e+00    1.2000e-01
592         5910.0     1.3506e+00    1.2000e-01
593         5920.0     1.3513e+00    1.2000e-01
594         5930.0     1.3507e+00    1.2000e-01
595         5940.0     1.3498e+00    1.2000e-01
596         5950.0     1.3500e+00    1.2000e-01
597         5960.0     1.3500e+00    1.2000e-01
598         5970.0     1.3521e+00    1.2000e-01
599         5980.0     1.3470e+00    1.2000e-01
600         5990.0     1.3489e+00    1.2000e-01
601         6000.0     1.3470e+00    1.2000e-01
602         6010.0     1.3478e+00    1.2000e-01
603         6020.0     1.3481e+00    1.2000e-01
604         6030.0     1.3495e+00    1.2000e-01
